loyalty_card_num,lifestage,premium_customer
135266,young families,budget
135270,retirees,mainstream
135271,older singles / couples,premium
135274,young singles / couples,mainstream
135293,young families,budget
135295,older singles / couples,premium
135300,young singles / couples,budget
135305,young families,budget
135312,midage singles / couples,premium
135319,young singles / couples,premium
135322,young singles / couples,premium
135324,young singles / couples,mainstream
135333,young singles / couples,premium
135340,older singles / couples,mainstream
135344,retirees,mainstream
135356,midage singles / couples,mainstream
135380,young singles / couples,budget
135387,midage singles / couples,mainstream
135408,retirees,premium
135456,older families,mainstream
135473,older singles / couples,budget
135484,young singles / couples,budget
135489,midage singles / couples,premium
135492,retirees,premium
136000,young singles / couples,mainstream
136001,retirees,mainstream
136002,young singles / couples,budget
136003,young singles / couples,mainstream
136005,older families,budget
136006,older singles / couples,budget
136010,older families,mainstream
136011,young singles / couples,budget
136013,young singles / couples,premium
136014,midage singles / couples,mainstream
136015,young singles / couples,mainstream
136016,young singles / couples,budget
136017,retirees,budget
136018,older singles / couples,budget
136019,older families,budget
136020,young singles / couples,budget
136022,young singles / couples,mainstream
136023,older singles / couples,mainstream
136024,young families,premium
136025,young singles / couples,budget
136027,midage singles / couples,budget
136028,older families,mainstream
136029,retirees,budget
136031,midage singles / couples,mainstream
136032,retirees,budget
136033,new families,mainstream
136034,young families,budget
136035,older families,budget
136036,young singles / couples,mainstream
136038,young families,premium
136040,midage singles / couples,premium
136041,young families,budget
136043,older singles / couples,mainstream
136048,retirees,mainstream
136049,young singles / couples,mainstream
136050,retirees,premium
136051,older families,mainstream
136053,midage singles / couples,premium
136056,older families,budget
136057,young singles / couples,budget
136059,young singles / couples,premium
136062,older singles / couples,mainstream
136065,young families,mainstream
136066,midage singles / couples,budget
136067,older singles / couples,budget
136068,young families,premium
136069,young singles / couples,budget
136070,older singles / couples,premium
136073,young singles / couples,budget
136074,young singles / couples,mainstream
136076,young singles / couples,budget
136077,young singles / couples,budget
136078,retirees,premium
136081,young singles / couples,budget
136082,young singles / couples,mainstream
136083,young singles / couples,budget
136084,older families,budget
136086,older singles / couples,premium
136088,older singles / couples,mainstream
136092,retirees,budget
136095,older families,premium
136097,young singles / couples,mainstream
136099,older singles / couples,mainstream
136101,new families,mainstream
136102,older families,budget
136103,young singles / couples,premium
136104,older families,premium
136106,young singles / couples,budget
136108,new families,mainstream
136109,retirees,premium
136110,midage singles / couples,budget
136111,retirees,premium
136112,young singles / couples,mainstream
136114,older singles / couples,mainstream
136117,retirees,budget
136118,older families,budget
136120,retirees,mainstream
136122,young singles / couples,budget
136123,young singles / couples,premium
136124,older singles / couples,mainstream
136125,retirees,mainstream
136126,retirees,mainstream
136131,retirees,mainstream
136133,older singles / couples,budget
136134,older singles / couples,premium
136137,young singles / couples,mainstream
136139,midage singles / couples,mainstream
136140,older singles / couples,mainstream
136141,retirees,premium
136142,young singles / couples,premium
136143,older singles / couples,premium
136144,young singles / couples,mainstream
136145,retirees,mainstream
136147,older singles / couples,mainstream
136150,midage singles / couples,budget
136152,young singles / couples,premium
136155,older families,mainstream
136156,retirees,budget
136159,midage singles / couples,mainstream
136161,retirees,mainstream
136162,retirees,budget
136165,older singles / couples,budget
136166,young singles / couples,mainstream
136167,young singles / couples,mainstream
136168,older families,budget
136169,young singles / couples,mainstream
136171,young families,budget
136173,retirees,mainstream
136174,older families,mainstream
136176,retirees,mainstream
136178,young singles / couples,premium
136180,young singles / couples,budget
136181,older singles / couples,budget
136184,older singles / couples,premium
136187,midage singles / couples,mainstream
136188,young families,premium
136189,retirees,premium
136193,young singles / couples,budget
136194,older singles / couples,premium
136195,young singles / couples,mainstream
136199,young singles / couples,mainstream
136200,older singles / couples,mainstream
136201,young families,budget
136202,young singles / couples,premium
136204,older singles / couples,mainstream
136205,young singles / couples,mainstream
136209,young singles / couples,mainstream
136213,midage singles / couples,premium
136214,older families,premium
136215,older families,budget
136217,older singles / couples,mainstream
136219,retirees,premium
136220,midage singles / couples,mainstream
136221,older singles / couples,mainstream
136222,older families,budget
136225,older singles / couples,budget
136229,midage singles / couples,budget
